Name,Department,Rating,Difficulty,Would Take Again %,Total Ratings,Courses Taught,Review 1,Review 2,Review 3
"Mark Buchan","English",3.5,3.5,57.1429,21,"BASIC100|BASIC101|BASICCOMP100|BASICCOMP101|COLLEGEWRITING1|COLLEGEWRTINGEX|EX101|EXPO101|EXPOS1|EXPOS101|RESEARCH201","Q:5/D:2/G:A+ — I gambled taking this class after seeing mixed reviews, and i'm so glad I did. Professor Buchan is passionate, funny, caring, and genuinely wants students to succeed. He's lenient with late work if you communicate, and attendence is &#8220;mandatory&#8221; but not actually graded. Getting an A is ve","Q:5/D:2/G:A+ — I gambled on taking this class after seeing mixed reviews, and I'm so glad I did. Professor Buchan is passionate, funny, caring, and genuinely wants students to succeed. He's lenient with late work if you communicate, and attendance was &#8220;mandatory&#8221; but not actually graded. Getting an A i","Q:5/D:2/G:A — Before taking his class, I had never thought I could enjoy writing classes, but he completely changed that for me. He is honestly the best professor I have had at Rutgers so far. His teaching and energy made the class engaging, helpful, and meaningful."
"ALEX HOHMANN","Economics",2.3,3.7,37.5,7,"MACRO103|MICRO","Q:4/D:3/G:A — Took Hohmann for Macro after taking him for Micro in the fall. Material is harder but he let everyone drop one test grade, so you don't have to take final if you do well on two midterms. Very knowledgeable and good lecturer. Gets very irritated by electronics use and talking during lecture.","Q:2/D:5/G:C — I walked to all the exams without looking for traffic because I just wished a car would hit me so I wouldn't have to take the exam. I barely passed because I studied just so I don't have to take the class again.","Q:5/D:2/G:Rather not say — If you actually listen in lectures and read his textbook and do practice problems which doesn't take much time you'll do good, locked in after first test and got high 80s and 90s on tests. Don't get the hate. A little sassy and mean to students who look like they might be cheating or something, but "
"Sheila Tabanli","Mathematics",3.7,3.2,66.0714,110,"CALC101|CALC135|CALC152|CALCI640135|HC|MA135|MAT115|MAT135|MATH125|MATH130|MATH135|MMPS125","Q:1/D:4/G:C — Weak, inefficient lectures. Spectacular curves. Castigates you for asking questions. It there is another option, avoid.","Q:1/D:4/G:B — I took this class because the section I wanted was closed. Big mistake. Dr. T was not kind and unhelpful the whole semester.","Q:2/D:4/G:C — The final was very challenging and as other reviews said her writing is hard to read and she is very aggressive when emailed."
"Elin Wicks","Engineering",4.7,1.8,90.9091,65,"ECON343|ENG343|ENGECO101|ENGECON343|ISE343|WDE201","Q:2/D:1/G:A+ — Class is easy but makes attendance mandatory, and makes students purchase a textbook that she wrote herself.","Q:5/D:2/G:C+ — Really wants her student to pass and will work with you. Gives lots of extra credit and grade replacement.","Q:5/D:3/G:A — Professor Wicks is an outstanding professor. I'm usually not the type to go to lectures if they're not mandatory, but she was great at explaining new concepts that I ended up going to most. Professor Wicks truly cares for her students and wants them to succeed, which is rare for many professors I fe"
"Mark Goldhammer","Economics",2.4,3.6,35.2941,51,"ECO102|ECON101|MACRO","Q:3/D:4/G:B — iClicker attendance is mandatory; the HWs help boost your grade, but be prepared to study a lot on your own. Macro has closed notebook tests, so keep that in mind. Most of the content is learned by yourself as he just goes over the slides given by pearson.","Q:1/D:4/G:C — Not very good at teaching. He does attendance through iClicker (with location on). He has 2 exams, and they're worded extremely poorly. He pretty much reads off the slides or plays Jacob Clifford videos. extremely boring and not very useful lectures. By the way, I never review professors.","Q:1/D:5/G:B — The professor often seems unfamiliar with the course material and relies heavily on reading directly from the slides. Attendance is mandatory, but the lectures don't add much beyond what's already posted. The exam was poorly written, with several confusing questions and grammar mistakes, and the cla"
"Joshua Salamon","Mathematics",3.9,2.7,80,39,"CALC135|MAT477|MATH135|MATH285|MATH477|MATH486|MATH487","Q:4/D:2/G:A — Salamon has a great sense of humor (sometimes on accident) and his lectures do a great job of explaining FM concepts in both mathematical ways and intuitive ways. Only about 6 homeworks and each can be resubmitted for full credit, and 3 straightforward exams. Due to some timing issues, the end of th","Q:5/D:5/G:B+ — He is so knowledgeable! You will not regret learning probability from an actuary. They know exactly how it's applied and how it us tested in exam p","Q:4/D:3/G:A — Not a difficult class, decent professor, take if you have the chance."
"Emily Sergel","Mathematics",4.3,3.6,84.6154,12,"CALC151|MATH106|MATH151|MATH300|MATH350|MATH477","Q:5/D:3/G:A — Usually Lin Alg 350 would be challenging but Sergel always explained it well in a way that was easy to understand. Her exams were very straightforward and she clearly communicated what would be on them. Weekly readings & homeworks, nothing too difficult but will take time. As long as you keep consis","Q:5/D:4/G:A — As a humanities major taking math to fulfill a requirement, this was by far the easiest math ever! Taking it with Professor Sergel made it 10x better. My advice: go to class and take notes. This is the type of class where you have to put in work to do well. You don't show, you don't pass. Overall, s","Q:1/D:4/G:Drop/Withdrawal — At first I thought it just because I'm not great at math and then I took the same course with a different professor and am going to finish with an A. She didn't really care to help or explain things without making you feel like it was obvious or that you were stupid. I regretted ever signing up for "
"Emmett Daly","Finance",5,4,100,2,"33","Q:5/D:3/G:B+ — GOAT. My favorite professor I have taken at Rutgers. Great professor and an even better person. Well respected in the finance industry and knowledgable on the subject.","Q:5/D:3/G:B+ — Had him for Financial Management. Great Professor, very respected within the Finance Industry, and brings his real-world knowledge into the classroom. Tells us how concepts in class are used in the real world and in industry. He will also make sure you have a good grasp of all the concepts, so you r","Q:5/D:5/G:Not sure yet — The Professor is very respected in the Finance Industry. The course is very practical, and he tells us how the content is used in the industry. He also gives a lot of practice problems."
"Suryakala Srinivasan","Statistics",2.8,3.2,50.4587,165,"960211|960401|BASICSTAT|BSCSTATRSRCH|BSICSTATRESCH|BUSINESSSTATS|CALC151RECIT|INTROSTATS|MACRO103|MAT102|MATH151RECIT|POL395|PREC111|STAT1|STAT211|STAT212|STAT285|STAT291|STAT379|STAT384|STAT401|STAT483|STAT960401|STATFORBUS285|STATS|STATS1|STATS212|STATS285|STATS291|STATS401|STATSBUSIN|STATSFORBUS","Q:2/D:4/G:A — Lectures are important to attend because the professor highlights specific problems and concepts that frequently appear on exams. To succeed, it is crucial to stay on top of the homework and practice the in-class problems. The exams felt a bit long, so pacing yourself is key, but as long as you stud","Q:1/D:4/G:B — You will end up having to teach yourself everything if you have never take stats before. The exams are impossible to finish in time and the averages were all in the 50's and 60's","Q:4/D:3/G:C+ — She knows what she is talking about and teaches it well. Homework assignments were few but long and as long as you do those and a few practice problems you will be fine. Her midterm and final reviews were very helpful and overall an enjoyable class."
"Anthony Baldino","Philosophy",4.8,2.4,100,46,"INTOTOPHIL|PHI101|PHIL101|PHIL103|PHIL201|PHILO101|PHILO103|PHILO7|PHILOSOPHY103","Q:5/D:3/G:A — Spectacular professor. It was clear he really cared for the subject and the students, had super helpful helpful slides available, and clearly went over the practice problems. Subject was really interesting too. Tests were fairly difficult, especially the latter 2 of the 3, but he is INCREDIBLY gener","Q:5/D:1/G:A+ — loves what he teaches and is very open and willing to help students. I prob spent around an hour preparing for quizzes (4 in total) very chill and easy to get an A. Also just interesting course in general.","Q:5/D:3/G:A — I honestly really liked the class. I went into it with a little experience in the topic, but he explains everything really well and stops to see if you're following. He has a clear interest in philosophy/schools of thought and taught with a passion that kept me engaged. Just do the readings when the"
"Luciane Castilho","Spanish",4.7,1.5,100,15,"PORT101|PORT102|PORTMOD|PORTUGUESE101","Q:5/D:1/G:A — Great teacher and easy grader","Q:5/D:3/G:A — Professor Luciane was a very kind and considerate professor! She's always willing to answer questions and gave us lots of opportunities for extra credit during the semester if needed. Everything is laid out in the syllabus, and her Canvas was very organized. Great class and professor, if you need a ","Q:5/D:1/G:A — Professor Luciane is a great professor.I have taken several of her courses.She is understanding and flexible. She assigns homework every week, but it's not a lot.There are two exams for her class(es), and she reviews the content prior to the exams so you can be prepared.There is an oral exam at the "
"Minning Zhu","Engineering",3.4,3.6,64.2857,13,"13376|222|231|366|481","Q:3/D:3/G:A — His lectures can drag on a bit and it usually feels like you won't understand what's happening the first time in lecture. His exams were also a bit of a guessing game since he doesn't clearly tell you what's on them. However, he does give a lot of extra credit opportunities and chances to get extra ","Q:1/D:5/G:Not sure yet — i will never take this again  soooo bad","Q:1/D:4/G:Not sure yet — You can learn almost nothing from his slides or lectures"
"Samuel Gunderson","Biochem. & Molecular Biology",2.4,4.3,30,12,"694383|MBB383|MBB408|MOLBIO408","Q:1/D:5/G:C — Struggles to logically link together ideas/sentences, slides are too packed, and main recommendation for learning was to use AI for lecture organization. Responds to emails and exams are fair. However, intricate physical sciences need to be chunked and explained explicitly. Brilliant, but lacking co","Q:1/D:5/G:N/A — I wish, I wish with all my heart, that this man would finish a sentence from the start. He rambles... a lot. Not about anything relavent and is never prepared for class.  He somehow gets spooked with each slide? As if he doesn't know what's coming on the next slide. He also says 4 half sentences and","Q:1/D:5/G:B- — Horrible lecturer, I'm not sure he knows what he's doing when he goes up to the podium. He just rambles about something random and never finishes a coherent thought. Cannot lecture and is rude to students. Expects them to do external research and learn the topics before coming to class so he can giv"
